r_kpc,v_kms_D_0.00_kpc2_per_T0,v_kms_D_0.05_kpc2_per_T0,v_kms_D_0.20_kpc2_per_T0
15.179316717264388,80.06846718285571,80.09977168864896,80.19832280644177
15.212677850708927,79.97680934009227,80.00742445383206,80.10380689624701
15.246038984153463,79.8860648973538,79.91600540396514,80.01026561270764
15.279400117598001,79.79621403801414,79.82549442169703,79.91767789668413
15.312761251042536,79.70723736505508,79.73587181473434,79.82602313104307
15.346122384487074,79.6191158933779,79.64711830808,79.73528113267865
15.379483517931611,79.53183104221078,79.55921503637079,79.6454321446317
15.41284465137615,79.44536462761947,79.47214353631381,79.5564568283073
15.446205784820686,79.3596988551132,79.38588573922263,79.46833625579123
15.479566918265224,79.27481631235273,79.30042396365339,79.38105190226628
15.512928051709759,79.190699961961,79.21574090814104,79.29458563852823
15.546289185154297,79.1073331344295,79.13181964403596,79.20891972360246
15.579650318598834,79.0246995211273,79.04864360844101,79.1240367974609
15.613011452043372,78.94278316741133,78.96619659724888,79.03991987383966
15.646372585487908,78.86156846583454,78.8844627582801,78.95655233315786
15.679733718932447,78.78104014945544,78.80342658452088,78.87391791553662
15.713094852376981,78.70118328524772,78.7230729074613,78.79200071391938
15.74645598582152,78.62198326760783,78.6433868905331,78.71078516729233
15.779817119266056,78.54342581196249,78.56435402264682,78.63025605400554
15.813178252710594,78.46549694847562,78.48596011182809,78.55039848519395
15.846539386155131,78.3881830158514,78.40819127895244,78.4711978982982
15.87990051959967,78.31147065523757,78.33103395157825,78.39264005068479
15.913261653044204,78.23534680422311,78.25447485787711,78.3147110133652
15.946622786488742,78.1597986909343,78.1785010206613,78.23739716481332
15.979983919933279,78.08481382822532,78.10309975150759,78.16068518488086
16.01334505337782,78.01038000796623,78.0282586449765,78.08456204880991
16.04670618682235,77.93648529542111,77.95396557292686,78.00901502134221
16.080067320266892,77.86311802372417,77.88020867892416,77.93403165092431
16.11342845371143,77.7902667884469,77.8069763727427,77.85959976400814
16.146789587155965,77.7179204422556,77.73425732496013,77.78570745944579
16.1801507206005,77.64606808966393,77.66204046164393,77.7123431029783
16.21351185404504,77.57469908187035,77.59031495912862,77.63949532181707
16.246872987489574,77.50380301169157,77.51907023888336,77.56715299931763
16.280234120934114,77.43336970857739,77.44829596246817,77.49530526974434
16.31359525437865,77.36338923371947,77.37798202657885,77.42394151312554
16.346956387823187,77.29385187524093,77.30811855817888,77.353051350198
16.380317521267724,77.22474814347682,77.23869590971766,77.28262463743995
16.413678654712264,77.15606876633456,77.16970465443406,77.21265146219145
16.447039788156797,77.08780468474124,77.1011355817443,77.1431221378614
16.480400921601337,77.01994704817191,77.03297969271314,77.07402719922008
16.513762055045873,76.95248721025916,76.96522819560734,77.00535739777618
16.54712318849041,76.88541672448517,76.89787250153037,76.93710369723745
16.580484321934946,76.81872733994976,76.83090422013741,76.86925726905375
16.613845455379487,76.75241099722153,76.76431515542937,76.80180948804176
16.64720658882402,76.68645982426182,76.69809730162534,76.7347519280899
16.68056772226856,76.62086613242799,76.63224283911178,76.66807635794285
16.713928855713096,76.55562241255045,76.56674413046801,76.60177473706429
16.747289989157633,76.49072133108471,76.5015937165665,76.53583921157697
16.78065112260217,76.42615572633676,76.43678431274726,76.47026211027901
16.81401225604671,76.36191860475871,76.37230880506466,76.4050359407353
16.847373389491242,76.29800313731897,76.30816024660676,76.34015338544319
16.880734522935782,76.23440265593796,76.24433185388449,76.27560729807087
16.91409565638032,76.17111064999688,76.18081700329131,76.2113906997681
16.947456789824855,76.10812076291128,76.11760922763091,76.14749677554764
16.98081792326939,76.04542678877378,76.05470221271283,76.08391887073654
17.01417905671393,75.98302266906072,75.99208979401439,76.02065048749621
17.047540190158465,75.9209024894048,75.92976595340826,75.9576852814104
17.080901323603005,75.85906047643081,75.86772481595425,75.89501705813959
17.11426245704754,75.79749099465445,75.80596064675488,75.83263977014114
17.147623590492078,75.73618854344207,75.74446784787295,75.77054751345428
17.180984723936618,75.6751477540321,75.6832409553106,75.70873452454818
17.214345857381154,75.61436338661571,75.62227463604899,75.64719517723294
17.24770699082569,75.55383032747537,75.56156368514698,75.58592397963207
17.281068124270227,75.49354358618297,75.50110302289823,75.52491557121526
17.314429257714764,75.43349829285214,75.44088769204608,75.46416471989079
17.3477903911593,75.37368969544805,75.38091285505413,75.40366631915644
17.38115152460384,75.31411315715233,75.32117379143293,75.343415385308
17.414512658048377,75.25476415377987,75.26166589512076,75.28340705470413
17.447873791492913,75.19563827124963,75.20238467191794,75.22363658108681
17.48123492493745,75.136731203109,75.14332573697403,75.16409933295652
17.514596058381986,75.07803874810449,75.08448481232625,75.10479079100107
17.547957191826523,75.01955680780898,75.02585772448911,75.04570654557689
17.581318325271063,74.96128138429233,74.96744040209342,74.98684229424245
17.6146794587156,74.90320857784398,74.90922887357455,74.92819383934224
17.648040592160136,74.84533458474104,74.85121926490865,74.86975708564091
17.681401725604672,74.78765569506447,74.79340779739599,74.81152803800624
17.71476285904921,74.73016829055965,74.73579078549066,74.75350279914052
17.748123992493746,74.67286884254209,74.67836463467584,74.69567756735898
17.781485125938286,74.61575390984821,74.62112583938335,74.63804863441483
17.814846259382822,74.55882013682785,74.56407098095737,74.5806123833696
17.84820739282736,74.50206425138056,74.50719672566089,74.52336528650858
17.881568526271895,74.44548306303246,74.45049982272441,74.4663039032997
17.91492965971643,74.38907346105385,74.39397710243591,74.4094248783958
17.948290793160968,74.33283241261856,74.3376254742716,74.35272493967899
17.981651926605508,74.2767569610001,74.28144192506616,74.29620089634656
18.015013060050045,74.22084422380787,74.2254235172223,74.2398496370374
18.04837419349458,74.16509139126117,74.1695673869585,74.18366812799843
18.081735326939118,74.10949572449995,74.11387074259424,74.12765341129021
18.115096460383654,74.05405455393114,74.05833086287211,74.07180260303072
18.14845759382819,73.99876527761201,74.00294509531615,74.01611289167698
