r_kpc,rho_kg_m3,M_enc_kg,G_eff_over_GN,v_kms_final
22.318599274395332,1.0560876566617145e-23,3.507754795408766e+41,0.04985501269803168,41.168320609506466
22.351960407839872,1.0444086209139979e-23,3.508397489021571e+41,0.049853518245270095,41.140738338525594
22.38532154128441,1.0328587409945269e-23,3.50903497391839e+41,0.04985205666337581,41.11320267307919
22.41868267472895,1.0214365885980608e-23,3.5096672895045105e+41,0.04985062722934544,41.08571335877748
22.45204380817348,1.0101407512146656e-23,3.51029447491971e+41,0.04984922923607894,41.05827014709965
22.485404941618018,9.989698319550341e-24,3.510916569039652e+41,0.049847861992028744,41.0308727952421
22.51876607506256,9.879224493777462e-24,3.51153361047728e+41,0.04984652482085801,41.00352106597089
22.552127208507095,9.769972373184309e-24,3.512145637584206e+41,0.04984521706110602,40.97621472747759
22.585488341951628,9.661928447208231e-24,3.5127526884521045e+41,0.04984393806586103,40.948953553238525
22.618849475396168,9.555079354696802e-24,3.513354800914094e+41,0.049842687202440616,40.92173732187761
22.652210608840704,9.44941188225562e-24,3.513952012546125e+41,0.04984146385207844,40.894565817032124
22.685571742285244,9.344912962614221e-24,3.514544360668359e+41,0.04984026740961714,40.86743882722148
22.718932875729777,9.24156967301017e-24,3.515131882346548e+41,0.049839097283211294,40.8403561457204
22.752294009174317,9.139369233590896e-24,3.515714614393411e+41,0.04983795289403246,40.81331757043338
22.785655142618854,9.038299005833387e-24,3.516292593370005e+41,0.049836833675983204,40.78632290377318
22.819016276063394,8.93834649098121e-24,3.516865855587102e+41,0.04983573907541904,40.75937195254293
22.852377409507927,8.839499328498874e-24,3.517434437106548e+41,0.049834668550871444,40.7324645278189
22.885738542952463,8.741745294543219e-24,3.517998373742633e+41,0.04983362157278285,40.70560044483869
