r_kpc,v_kms
0.1,84.28010683574321
0.14994994994994995,86.0463769393085
0.1998998998998999,87.61362027440939
0.24984984984984984,88.98617652870728
0.29979979979979976,90.16945831626036
0.3497497497497497,91.16989549380858
0.39969969969969965,91.99486886418164
0.4496496496496496,92.65263427066282
0.49959959959959954,93.15223822065919
0.5495495495495495,93.50342628963541
0.5994994994994994,93.71654564507405
0.6494494494494494,93.80244309390632
0.6993993993993993,93.77236009464252
0.7493493493493493,93.63782618715834
0.7992992992992992,93.41055227914728
0.8492492492492492,93.10232518958435
0.8991991991991991,92.72490478762019
0.949149149149149,92.28992498205723
0.999099099099099,91.80879971428271
1.049049049049049,91.29263498890144
1.098998998998999,90.75214784424901
1.148948948948949,90.1975930225712
1.198898898898899,89.63869795012582
1.2488488488488487,89.08460648402126
1.2987987987987988,88.54383172840627
1.3487487487487488,88.02421807070365
1.3986986986986987,87.53291244176174
1.4486486486486485,87.07634466467191
1.4985985985985986,86.6602166278338
1.5485485485485486,86.2894999005926
1.5984984984984985,85.96844130599105
1.6484484484484483,85.70057587606463
1.6983983983983983,85.48874654147035
1.7483483483483484,85.33512984949459
1.7982982982982982,85.2412669626934
1.848248248248248,85.20809916428931
1.8981981981981981,85.2360070853785
1.9481481481481482,85.32485287211362
1.998098098098098,85.47402452720095
2.048048048048048,85.68248168797825
2.097997997997998,85.94880214156116
2.147947947947948,86.27122842450447
2.197897897897898,86.64771390850012
2.2478478478478476,87.07596783319372
2.2977977977977977,87.55349881064028
2.3477477477477477,88.07765639168366
2.3976976976976974,88.64567035117875
2.4476476476476474,89.25468741513326
2.4975975975975975,89.90180521732252
2.5475475475475475,90.58410333466792
2.5974974974974976,91.2986713087722
2.647447447447447,92.04263361474443
2.6973973973973973,92.81317158725594
2.7473473473473473,93.60754235725013
2.797297297297297,94.42309489062593
2.847247247247247,95.25728325243202
2.897197197197197,96.10767724666171
2.947147147147147,96.97197060277534
2.997097097097097,97.8479868958293
3.0470470470470468,98.73368339788668
3.096996996996997,99.6271530646039
3.146946946946947,100.52662486297135
3.1968968968968965,101.43046264459734
3.2468468468468465,102.33716276415265
3.2967967967967966,103.24535063512738
3.3467467467467467,104.15377640537793
3.3966966966966967,105.0613099235256
3.4466466466466463,105.96693515455179
3.4965965965965964,106.86974418932961
3.5465465465465464,107.7689309787074
3.596496496496496,108.66378490845199
3.646446446446446,109.55368431715536
3.696396396396396,110.43809004535865
3.7463463463463462,111.31653909085175
3.7962962962962963,112.18863843253413
3.846246246246246,113.05405907349402
3.896196196196196,113.91253034316934
3.946146146146146,114.76383448865215
3.9960960960960956,115.60780157641577
4.046046046046046,116.44430471798263
4.095995995995995,117.27325562629628
4.145945945945945,118.0946005037705
4.195895895895895,118.90831625812037
4.245845845845845,119.7144070380676
4.2957957957957955,120.51290107779101
4.345745745745745,121.30384783648901
4.395695695695695,122.08731541755967
4.445645645645645,122.86338825061026
